Sword	Refinement	Artifact set	Mainstats	Substat ATK%/CR/CD (N=18)	Substat ATK%/CR/CD (N=20)	Substat ATK%/CR/CD (N=25)
Mistsplitter Reforged 3 stacks	5	4-pf 1 stack	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	1	4-pf 2 stacks	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	2	4-pf 2 stacks	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	3	4-pf 2 stacks	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	4	4-pf 2 stacks	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	5	4-pf 2 stacks	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	1	2-glad-2-bs	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	2	2-glad-2-bs	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	3	2-glad-2-bs	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	4	2-glad-2-bs	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	5	2-glad-2-bs	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	1	2-glad-2-bc	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	2	2-glad-2-bc	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	3	2-glad-2-bc	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	4	2-glad-2-bc	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	5	2-glad-2-bc	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	1	2-bc-2-pf	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	2	2-bc-2-pf	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	3	2-bc-2-pf	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	4	2-bc-2-pf	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	5	2-bc-2-pf	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	1	2-bc-2-bs	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	2	2-bc-2-bs	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	3	2-bc-2-bs	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	4	2-bc-2-bs	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	5	2-bc-2-bs	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	1	2-glad-2-no	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	2	2-glad-2-no	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	3	2-glad-2-no	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	4	2-glad-2-no	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	5	2-glad-2-no	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	1	2-bs-2-no	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	2	2-bs-2-no	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	3	2-bs-2-no	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	4	2-bs-2-no	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	5	2-bs-2-no	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	1	4-no no active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	2	4-no no active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	3	4-no no active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	4	4-no no active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	5	4-no no active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	1	4-no with active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	2	4-no with active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	3	4-no with active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	4	4-no with active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	5	4-no with active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	1	4-glad	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	2	4-glad	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	3	4-glad	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	4	4-glad	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	5	4-glad	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	1	4-bc no active	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	2	4-bc no active	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	3	4-bc no active	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	4	4-bc no active	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	5	4-bc no active	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	1	4-bc with active	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	2	4-bc with active	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	3	4-bc with active	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	4	4-bc with active	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	5	4-bc with active	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	1	4-bs no cryo	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	2	4-bs no cryo	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	3	4-bs no cryo	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	4	4-bs no cryo	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	5	4-bs no cryo	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	1	4-bs cryo	ATK%/PHYS/CR	7/4/7	7/5/8	7/8/10
Mistsplitter Reforged 3 stacks	2	4-bs cryo	ATK%/PHYS/CR	7/4/7	7/5/8	7/8/10
Mistsplitter Reforged 3 stacks	3	4-bs cryo	ATK%/PHYS/CR	7/4/7	7/5/8	7/8/10
Mistsplitter Reforged 3 stacks	4	4-bs cryo	ATK%/PHYS/CR	7/4/7	7/5/8	7/8/10
Mistsplitter Reforged 3 stacks	5	4-bs cryo	ATK%/PHYS/CR	7/4/7	7/5/8	7/8/10
Mistsplitter Reforged 3 stacks	1	4-bs frozen	ATK%/PHYS/CR	7/1/10	7/2/11	8/4/13
Mistsplitter Reforged 3 stacks	2	4-bs frozen	ATK%/PHYS/CR	7/1/10	7/2/11	8/4/13
Mistsplitter Reforged 3 stacks	3	4-bs frozen	ATK%/PHYS/CR	7/1/10	7/2/11	8/4/13
Mistsplitter Reforged 3 stacks	4	4-bs frozen	ATK%/PHYS/CR	7/1/10	7/2/11	8/4/13
Mistsplitter Reforged 3 stacks	5	4-bs frozen	ATK%/PHYS/CR	7/1/10	7/2/11	8/4/13
Mistsplitter Reforged 3 stacks	1	4-bolide no shield	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	2	4-bolide no shield	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	3	4-bolide no shield	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	4	4-bolide no shield	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	5	4-bolide no shield	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	1	4-bolide with shield	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	2	4-bolide with shield	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	3	4-bolide with shield	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	4	4-bolide with shield	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	5	4-bolide with shield	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	1	4-pf 0 stack	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	2	4-pf 0 stack	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	3	4-pf 0 stack	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	4	4-pf 0 stack	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	5	4-pf 0 stack	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	1	4-pf 1 stack	ATK%/PHYS/CR	5/8/5	5/9/6	4/12/9
Mistsplitter Reforged 3 stacks	2	4-pf 1 stack	ATK%/PHYS/CR	5/8/5	5/9/6	4/12/9
Mistsplitter Reforged 3 stacks	3	4-pf 1 stack	ATK%/PHYS/CR	5/8/5	5/9/6	4/12/9
Mistsplitter Reforged 3 stacks	4	4-pf 1 stack	ATK%/PHYS/CR	5/8/5	5/9/6	4/12/9
Mistsplitter Reforged 3 stacks	5	4-pf 1 stack	ATK%/PHYS/CR	5/8/5	5/9/6	4/12/9
Mistsplitter Reforged 3 stacks	1	4-pf 2 stacks	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	2	4-pf 2 stacks	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	3	4-pf 2 stacks	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	4	4-pf 2 stacks	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	5	4-pf 2 stacks	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	1	2-glad-2-bs	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	2	2-glad-2-bs	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	3	2-glad-2-bs	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	4	2-glad-2-bs	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	5	2-glad-2-bs	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	1	2-glad-2-bc	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	2	2-glad-2-bc	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	3	2-glad-2-bc	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	4	2-glad-2-bc	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	5	2-glad-2-bc	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	1	2-bc-2-pf	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	2	2-bc-2-pf	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	3	2-bc-2-pf	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	4	2-bc-2-pf	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	5	2-bc-2-pf	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	1	2-bc-2-bs	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	2	2-bc-2-bs	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	3	2-bc-2-bs	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	4	2-bc-2-bs	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	5	2-bc-2-bs	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	1	2-glad-2-no	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	2	2-glad-2-no	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	3	2-glad-2-no	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	4	2-glad-2-no	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	5	2-glad-2-no	ATK%/PHYS/CR	3/9/6	3/10/7	3/13/9
Mistsplitter Reforged 3 stacks	1	2-bs-2-no	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	2	2-bs-2-no	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	3	2-bs-2-no	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	4	2-bs-2-no	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	5	2-bs-2-no	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	1	4-no no active	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	2	4-no no active	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	3	4-no no active	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	4	4-no no active	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	5	4-no no active	ATK%/PHYS/CR	7/7/4	7/8/5	6/11/8
Mistsplitter Reforged 3 stacks	1	4-no with active	ATK%/PHYS/CR	3/9/6	2/11/7	2/13/10
Mistsplitter Reforged 3 stacks	2	4-no with active	ATK%/PHYS/CR	3/9/6	2/11/7	2/13/10
Mistsplitter Reforged 3 stacks	3	4-no with active	ATK%/PHYS/CR	3/9/6	2/11/7	2/13/10
Mistsplitter Reforged 3 stacks	4	4-no with active	ATK%/PHYS/CR	3/9/6	2/11/7	2/13/10
Mistsplitter Reforged 3 stacks	5	4-no with active	ATK%/PHYS/CR	3/9/6	2/11/7	2/13/10
Mistsplitter Reforged 3 stacks	1	4-glad	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	2	4-glad	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	3	4-glad	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	4	4-glad	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	5	4-glad	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	1	4-bc no active	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	2	4-bc no active	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	3	4-bc no active	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	4	4-bc no active	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	5	4-bc no active	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	1	4-bc with active	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	2	4-bc with active	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	3	4-bc with active	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	4	4-bc with active	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	5	4-bc with active	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	1	4-bs no cryo	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	2	4-bs no cryo	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	3	4-bs no cryo	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	4	4-bs no cryo	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	5	4-bs no cryo	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	1	4-bs cryo	ATK%/PHYS/CD	4/14/0	5/15/0	7/17/1
Mistsplitter Reforged 3 stacks	2	4-bs cryo	ATK%/PHYS/CD	4/14/0	5/15/0	7/17/1
Mistsplitter Reforged 3 stacks	3	4-bs cryo	ATK%/PHYS/CD	4/14/0	5/15/0	7/17/1
Mistsplitter Reforged 3 stacks	4	4-bs cryo	ATK%/PHYS/CD	4/14/0	5/15/0	7/17/1
Mistsplitter Reforged 3 stacks	5	4-bs cryo	ATK%/PHYS/CD	4/14/0	5/15/0	7/17/1
Mistsplitter Reforged 3 stacks	1	4-bs frozen	ATK%/PHYS/CD	6/11/1	7/12/1	7/14/4
Mistsplitter Reforged 3 stacks	2	4-bs frozen	ATK%/PHYS/CD	6/11/1	7/12/1	7/14/4
Mistsplitter Reforged 3 stacks	3	4-bs frozen	ATK%/PHYS/CD	6/11/1	7/12/1	7/14/4
Mistsplitter Reforged 3 stacks	4	4-bs frozen	ATK%/PHYS/CD	6/11/1	7/12/1	7/14/4
Mistsplitter Reforged 3 stacks	5	4-bs frozen	ATK%/PHYS/CD	6/11/1	7/12/1	7/14/4
Mistsplitter Reforged 3 stacks	1	4-bolide no shield	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	2	4-bolide no shield	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	3	4-bolide no shield	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	4	4-bolide no shield	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	5	4-bolide no shield	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	1	4-bolide with shield	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	2	4-bolide with shield	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	3	4-bolide with shield	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	4	4-bolide with shield	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	5	4-bolide with shield	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	1	4-pf 0 stack	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	2	4-pf 0 stack	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	3	4-pf 0 stack	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	4	4-pf 0 stack	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	5	4-pf 0 stack	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	1	4-pf 1 stack	ATK%/PHYS/CD	0/18/0	1/19/0	4/21/0
Mistsplitter Reforged 3 stacks	2	4-pf 1 stack	ATK%/PHYS/CD	0/18/0	1/19/0	4/21/0
Mistsplitter Reforged 3 stacks	3	4-pf 1 stack	ATK%/PHYS/CD	0/18/0	1/19/0	4/21/0
Mistsplitter Reforged 3 stacks	4	4-pf 1 stack	ATK%/PHYS/CD	0/18/0	1/19/0	4/21/0
Mistsplitter Reforged 3 stacks	5	4-pf 1 stack	ATK%/PHYS/CD	0/18/0	1/19/0	4/21/0
Mistsplitter Reforged 3 stacks	1	4-pf 2 stacks	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	2	4-pf 2 stacks	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	3	4-pf 2 stacks	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	4	4-pf 2 stacks	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	5	4-pf 2 stacks	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	1	2-glad-2-bs	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	2	2-glad-2-bs	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	3	2-glad-2-bs	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	4	2-glad-2-bs	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	5	2-glad-2-bs	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	1	2-glad-2-bc	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	2	2-glad-2-bc	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	3	2-glad-2-bc	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	4	2-glad-2-bc	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	5	2-glad-2-bc	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	1	2-bc-2-pf	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	2	2-bc-2-pf	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	3	2-bc-2-pf	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	4	2-bc-2-pf	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	5	2-bc-2-pf	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	1	2-bc-2-bs	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	2	2-bc-2-bs	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	3	2-bc-2-bs	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	4	2-bc-2-bs	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	5	2-bc-2-bs	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	1	2-glad-2-no	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	2	2-glad-2-no	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	3	2-glad-2-no	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	4	2-glad-2-no	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	5	2-glad-2-no	ATK%/PHYS/CD	0/18/0	0/20/0	3/22/0
Mistsplitter Reforged 3 stacks	1	2-bs-2-no	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	2	2-bs-2-no	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	3	2-bs-2-no	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	4	2-bs-2-no	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	5	2-bs-2-no	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	1	4-no no active	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	2	4-no no active	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	3	4-no no active	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	4	4-no no active	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
Mistsplitter Reforged 3 stacks	5	4-no no active	ATK%/PHYS/CD	1/17/0	2/18/0	5/20/0
